[Line 1] heheh enjoy my tyler...
[Line 3] [Output:5553]: [PART] Workspace.Camera.WindPart | Size: 600, 150, 2
[Line 7187] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.418801307678223, 0.8999999761581421
[Line 7188] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7189] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7190] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 7.850133895874023, 0.8999999761581421
[Line 7191] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.29637336730957, 0.8999999761581421
[Line 7192] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7193] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 12.850133895874023, 0.8999999761581421
[Line 7194] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7195] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 7.850133895874023, 0.8999999761581421
[Line 7196] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7197] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7198] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.418801307678223, 0.8999999761581421
[Line 7199] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 12.850133895874023, 0.8999999761581421
[Line 7200] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 14, 0.8999999761581421
[Line 7201] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 9.35749626159668, 12.682426452636719, 8.547649383544922
[Line 7202] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7203] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.418801307678223, 0.8999999761581421
[Line 7204] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.WaterCheck | Size: 1, 0.5, 1
[Line 7205] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.WaterCheck | Size: 1, 0.5, 1
[Line 7206] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Dirt | Size: 6, 0.5, 58
[Line 7207] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 3, 0.8999999761581421
[Line 7208] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7209] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7210] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7211] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 3, 0.8999999761581421
[Line 7212] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 3, 0.8999999761581421
[Line 7213] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7214] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7215] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 3, 0.8999999761581421
[Line 7216] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2.4188013076782227, 0.8999999761581421
[Line 7217] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 1.8501338958740234, 0.8999999761581421
[Line 7218] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7219] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7220] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2.4188013076782227, 0.8999999761581421
[Line 7221] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7222] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2.2963733673095703, 0.8999999761581421
[Line 7223] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7224] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7225] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7226] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2.2963733673095703, 0.8999999761581421
[Line 7227] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 3, 0.8999999761581421
[Line 7228] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7229] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 9.35749626159668, 20.68242645263672, 9.547649383544922
[Line 7230] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.418801307678223, 0.8999999761581421
[Line 7231] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.29637336730957, 0.8999999761581421
[Line 7232] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 7.850133895874023, 0.8999999761581421
[Line 7233] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.418801307678223, 0.8999999761581421
[Line 7234] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 14, 0.8999999761581421
[Line 7235] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 9.35749626159668, 18.68242645263672, 8.547649383544922
[Line 7236] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.29637336730957, 0.8999999761581421
[Line 7237] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7238] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 12.850133895874023, 0.8999999761581421
[Line 7239] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.29637336730957, 0.8999999761581421
[Line 7240] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 7.850133895874023, 0.8999999761581421
[Line 7241] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7242] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.418801307678223, 0.8999999761581421
[Line 7243] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7244] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.418801307678223, 0.8999999761581421
[Line 7245] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.29637336730957, 0.8999999761581421
[Line 7246] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.418801307678223, 0.8999999761581421
[Line 7247] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 12.850133895874023, 0.8999999761581421
[Line 7248] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.29637336730957, 0.8999999761581421
[Line 7249] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.29637336730957, 0.8999999761581421
[Line 7250] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7251] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.418801307678223, 0.8999999761581421
[Line 7252] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.29637336730957, 0.8999999761581421
[Line 7253] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7254] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.418801307678223, 0.8999999761581421
[Line 7255] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.418801307678223, 0.8999999761581421
[Line 7256] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7257] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.418801307678223, 0.8999999761581421
[Line 7258] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.29637336730957, 0.8999999761581421
[Line 7259] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 9.35749626159668, 12.682426452636719, 8.547649383544922
[Line 7260] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7261] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.WaterCheck | Size: 1, 0.5, 1
[Line 7262] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.WaterCheck | Size: 1, 0.5, 1
[Line 7263] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 1.8501338958740234, 0.8999999761581421
[Line 7264] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 1.8501338958740234, 0.8999999761581421
[Line 7265] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7266] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 3, 0.8999999761581421
[Line 7267] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7268] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2.4188013076782227, 0.8999999761581421
[Line 7269] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 1.8501338958740234, 0.8999999761581421
[Line 7270] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7271] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 3, 0.8999999761581421
[Line 7272] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2.2963733673095703, 0.8999999761581421
[Line 7273] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7274] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7275] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7276] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 1.8501338958740234, 0.8999999761581421
[Line 7277] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 12.850133895874023, 0.8999999761581421
[Line 7278] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7279] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.29637336730957, 0.8999999761581421
[Line 7280] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.418801307678223, 0.8999999761581421
[Line 7281] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 12.850133895874023, 0.8999999761581421
[Line 7282] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.29637336730957, 0.8999999761581421
[Line 7283] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 9, 0.8999999761581421
[Line 7284] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 12.850133895874023, 0.8999999761581421
[Line 7285] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 9.35749626159668, 16.68242645263672, 9.547649383544922
[Line 7286] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7287] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.29637336730957, 0.8999999761581421
[Line 7288] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7289] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 12.850133895874023, 0.8999999761581421
[Line 7290] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 14, 0.8999999761581421
[Line 7291] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7292] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.29637336730957, 0.8999999761581421
[Line 7293] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 9, 0.8999999761581421
[Line 7294] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.418801307678223, 0.8999999761581421
[Line 7295] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7296] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 9.35749626159668, 16.68242645263672, 8.547649383544922
[Line 7297] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7298] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 9.35749626159668, 12.682426452636719, 8.547649383544922
[Line 7299] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13, 0.8999999761581421
[Line 7300] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 13.418801307678223, 0.8999999761581421
[Line 7301] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8.418801307678223, 0.8999999761581421
[Line 7302] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 9, 0.8999999761581421
[Line 7303] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 0.800000011920929, 14, 0.8999999761581421
[Line 7304] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage3 | Size: 9.35749626159668, 12.682426452636719, 8.547649383544922
[Line 7305] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage2 | Size: 0.800000011920929, 8, 0.8999999761581421
[Line 7306] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.WaterCheck | Size: 1, 0.5, 1
[Line 7307] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.WaterCheck | Size: 1, 0.5, 1
[Line 7308] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.WaterCheck | Size: 1, 0.5, 1
[Line 7309] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.WaterCheck | Size: 1, 0.5, 1
[Line 7310] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7311] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 1.8501338958740234, 0.8999999761581421
[Line 7312] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7313] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7314] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2.2963733673095703, 0.8999999761581421
[Line 7315] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
[Line 7316] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2.4188013076782227, 0.8999999761581421
[Line 7317] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 3, 0.8999999761581421
[Line 7318] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2.4188013076782227, 0.8999999761581421
[Line 7319] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Sugarcane Row.Crop.Stage1 | Size: 0.800000011920929, 2, 0.8999999761581421
