[Line 385] [Output:5553]: [PART] Workspace.Map.IslandCloud.Fragmentable.Tallgrass.TallGrass | Size: 42, 3, 88
[Line 52849] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.RockPile | Size: 11, 5.000001907348633, 11
[Line 52850] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 37, 24, 59
[Line 52851] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 40, 96, 59
[Line 52852] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 1, 27, 22
[Line 52853] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.RockPile | Size: 11, 5.000001907348633, 11
[Line 52854] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 92, 1, 48
[Line 52855] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 9, 14, 21
[Line 52856] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 1, 13, 13
[Line 52857] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 1, 29, 38
[Line 52858] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 109, 13, 128
[Line 52859] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 82, 47, 83
[Line 52860] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 49, 26, 31
[Line 52861] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 64, 1, 53
[Line 52862] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 96, 1, 115
[Line 52863] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.RockPile | Size: 11, 5.000001907348633, 11
[Line 52864] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 58, 7, 69
[Line 52865] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 51, 1, 64
[Line 52866] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 47, 1, 65
[Line 52867] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.RockPile | Size: 13, 8.00000286102295, 12.000000953674316
[Line 52868] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 1, 10, 28
[Line 52869] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 1, 31, 26
[Line 52870] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 141, 28, 160
[Line 52871] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 82, 35.999996185302734, 76
[Line 52872] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 63, 1, 60
[Line 52873] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 52, 1, 52
[Line 52874] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 57, 1, 46
[Line 52875] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.RockPile | Size: 11, 5.000001907348633, 11
[Line 52876] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 64, 7, 60
[Line 52877] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 34, 1, 65
[Line 52878] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 59, 1, 50
[Line 52879] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 52, 1, 52
[Line 52880] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 155, 43, 81
[Line 52881] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 32, 18, 48
[Line 52882] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Barrel | Size: 4, 5, 4
[Line 52883] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Barrel | Size: 4, 5, 4
[Line 52884] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Barrel | Size: 4, 5, 4
[Line 52885] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Barrel | Size: 4, 5, 4
[Line 52886] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Barrel | Size: 4, 5, 4
[Line 52887] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 15, 0.5, 18.999996185302734
[Line 52888] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 5, 0.5, 11.999996185302734
[Line 52889] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52890] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52891] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52892] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.SlowUrchin | Size: 7, 7, 7
[Line 52893] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52894] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52895] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52896] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.SlowUrchin | Size: 7, 7, 7
[Line 52897] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52898] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52899] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52900] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52901] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52902] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52903] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52904] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52905] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.SlowUrchin | Size: 7, 7, 7
[Line 52906] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52907] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52908] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52909] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52910] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52911] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52912] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.SlowUrchin | Size: 7, 7, 7
[Line 52913] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.SlowUrchin | Size: 7, 7, 7
[Line 52914] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52915] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52916] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Kelp | Size: 3.816999912261963, 90, 8.564000129699707
[Line 52917] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 1.8404841423034668, 0.49404752254486084, 1.7751518487930298
[Line 52918] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 1.8404841423034668, 0.49404752254486084, 1.7751518487930298
[Line 52919] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 3.882999897003174, 7.6570000648498535, 4.080999851226807
[Line 52920] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 3.882999897003174, 7.6570000648498535, 4.080999851226807
[Line 52921] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 3.882999897003174, 7.6570000648498535, 4.080999851226807
[Line 52922] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 1.8404841423034668, 0.49404752254486084, 1.7751518487930298
[Line 52923] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 0.8555133938789368, 0.2561510503292084, 0.8532742261886597
[Line 52924] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb.Part1 | Size: 2, 2, 2
[Line 52925] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb.Part1 | Size: 2, 2, 2
[Line 52926] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 0.8555133938789368, 0.2561510503292084, 0.8532742261886597
[Line 52927] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 0.8555133938789368, 0.2561510503292084, 0.8532742261886597
[Line 52928] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 0.8555133938789368, 0.2561510503292084, 0.8532742261886597
[Line 52929] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 0.8555133938789368, 0.2561510503292084, 0.8532742261886597
[Line 52930] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 0.8555133938789368, 0.2561510503292084, 0.8532742261886597
[Line 52931] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 0.8555133938789368, 0.2561510503292084, 0.8532742261886597
[Line 52932] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb.Part1 | Size: 2, 2, 2
[Line 52933] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb.Part1 | Size: 2, 2, 2
[Line 52934] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb.Part1 | Size: 2, 2, 2
[Line 52935] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb | Size: 0.8555133938789368, 0.2561510503292084, 0.8532742261886597
[Line 52936] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Herb.Part1 | Size: 2, 2, 2
[Line 52937] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 52938] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52939] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52940] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52941] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52942] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 52943] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52944] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Uncommon Chest.Lid | Size: 2.491788148880005, 1.2458940744400024, 2.522935628890991
[Line 52945] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 52946] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 52947] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52948] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 52949] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 52950] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52951] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52952] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.RockPile | Size: 13, 8.00000286102295, 12.000000953674316
[Line 52953] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 26.40851593017578, 30.699993133544922, 27.584213256835938
[Line 52954] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 15.808514595031738, 21.79999351501465, 36.28421401977539
[Line 52955] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 15.21002197265625, 31.79999351501465, 20.62881851196289
[Line 52956] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 20.12958526611328, 35.699989318847656, 6.313188552856445
[Line 52957] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 24.20851707458496, 9.999992370605469, 14.984216690063477
[Line 52958] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 14.444833755493164, 13.099990844726562, 19.09237289428711
[Line 52959] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 29.512495040893555, 34.09999084472656, 34.54362869262695
[Line 52960] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 10.653846740722656, 51, 55.346153259277344
[Line 52961] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 16.05609703063965, 14.58399772644043, 13.346153259277344
[Line 52962] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 12.408515930175781, 2.699993133544922, 27.584213256835938
[Line 52963] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 12.530460357666016, 11.099990844726562, 14.348487854003906
[Line 52964] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 7.545383453369141, 34.0640869140625, 14.266721725463867
[Line 52965] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 22.127822875976562, 10.799993515014648, 5.6158294677734375
[Line 52966] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 6.1278228759765625, 10.799993515014648, 13.615829467773438
[Line 52967] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 14.282360076904297, 17.302400588989258, 13.253767013549805
[Line 52968] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 5, 5, 5
[Line 52969] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 5, 5, 5
[Line 52970] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52971] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 52972] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 52973] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52974] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 52975] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52976] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 52977] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 52978] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.CutPart.CutPart.Part | Size: 9, 17, 4
[Line 52979] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.CutPart.Part | Size: 13, 15, 11
[Line 52980] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.CutPart.Part | Size: 12, 26, 17
[Line 52981] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.CutPart.Part | Size: 18, 11, 8
[Line 52982] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.CutPart.Part | Size: 15, 19, 18
[Line 52983] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.CutPart.Part | Size: 11, 16, 23
[Line 52984] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 13.453609466552734, 87.00000762939453, 20.628868103027344
[Line 52985] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 12.312496185302734, 52.562496185302734, 9.999992370605469
[Line 52986] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 18, 21, 23
[Line 52987] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 42, 9, 30
[Line 52988] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 20, 34, 28
[Line 52989] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 20, 30, 27
[Line 52990] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 20, 1, 12
[Line 52991] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.RockPile | Size: 13, 8.00000286102295, 12.000000953674316
[Line 52992] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 15.312496185302734, 19.87496566772461, 12.999992370605469
[Line 52993] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 17.51148223876953, 13.092788696289062, 11.04480266571045
[Line 52994] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 16.42268180847168, 21.092788696289062, 17.73196029663086
[Line 52995] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 14, 1, 9
[Line 52996] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 18, 43, 12
[Line 52997] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 28, 1, 23
[Line 52998] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 7.999999046325684, 1, 16
[Line 52999] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 20, 1, 16
[Line 53000] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 17, 1, 27
[Line 53001] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 17, 1, 27
[Line 53002] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 26, 1, 38
[Line 53003] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 10, 1, 13
[Line 53004] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Part | Size: 22.42268180847168, 35.09278869628906, 13.73196029663086
[Line 53005] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 5, 5, 5
[Line 53006] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 5, 5, 5
[Line 53007] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.SlowUrchin | Size: 5, 5, 5
[Line 53008] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 5, 5, 5
[Line 53009] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 7, 7, 7
[Line 53010] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.UWStrucs.Details.Urchin | Size: 5, 5, 5
